label,message,year
normal,Or ill be a little closer like at the bus stop on the same street,2020
normal,"Hiya, had a good day? Have you spoken to since the weekend?",2020
normal,"Yes, coming to that…your body language will play a big role in your selection. Any sign of low confidence, nervousness or overly aggressive or submissive vibes will sow the seeds of doubt in the interviewer and mess up your prospects. Sit straight, be confident, look the person in the eye, and smile!",2020
normal,You still at the game?,2018
normal,"Now, I think that everybody should learn English. Because we can not progress in life without learn it.",2016
fraud,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,2019
normal,"Dizzamn, aight I'll ask my suitemates when I get back",2020
normal,"Sorry, went to bed early, nightnight",2019
normal,Aight do you still want to get money,2016
normal,Yo sorry was in the shower sup,2016
normal,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",2019
normal,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),2019
normal,How are you dealing with Delhi’s pollution?,2019
normal,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",2016
normal,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),2018
normal,you calling me right? Call my hand phone...,2020
normal,How much r ü willing to pay?,2017
normal,I'm in chennai velachery:),2019
normal,Hey r ü still online? I've finished the formatting...,2020
normal,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,2018
normal,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",2016
normal,No. But we'll do medical missions to nigeria,2020
fraud,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,2018
normal,So i asked how's anthony. Dad. And your bf,2018
normal,you don't remember that old commercial?,2016
normal,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",2018
normal,Huh so fast... Dat means u havent finished painting?,2016
normal,Great to hear you are settling well. So what's happenin wit ola?,2017
normal,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,2016
normal,How much for an eighth?,2019
normal,"Its ok, if anybody asks abt me, u tel them..:-P",2019
normal,Once free call me sir.,2020
normal,"Velly good, yes please!",2017
normal,Your right! I'll make the appointment right now.,2019
normal,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,2020
normal,What time. I‘m out until prob 3 or so,2018
normal,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",2017
normal,Hmm .. Bits and pieces lol ... *sighs* ...,2019
normal,Genius what's up. How your brother. Pls send his number to my skype.,2016
normal,K..k.:)congratulation ..,2019
normal,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,2016
normal,"Hmmm... Guess we can go for kb and power yoga.Haha, dunno we can tahan power yoga another... Thanks got loose, forgot.",2020
normal,Yeah I can still give you a ride,2018
normal,"Tonight? Yeah, I'd be down for that",2020
normal,First answer my question.,2020
normal,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,2019
normal,Kent vale lor... Ü wait 4 me there ar?,2016
normal,"Dear,shall mail to night.busy in the street,shall update you tonight.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",2019
normal,"oK, can I pick up another 8th when you're done?",2017
normal,That is wondarfull song,2019
normal,Another month. I need chocolate weed and alcohol.,2017
normal,Will it help if we propose going back again tomorrow,2020
normal,Where do we go today?,2017
fraud,FreeMsg>FAV XMAS TONES!Reply REAL,2018
normal,"Alright we're hooked up, where you guys at",2018
normal,You flippin your shit yet?,2017
normal,Where at were hungry too,2020
normal,Now get step 2 outta the way. Congrats again.,2020
normal,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",2020
normal,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,2019
normal,Are you likely ever to become a principal.,2018
normal,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,2017
normal,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",2017
normal,So when do you wanna gym harri.,2020
normal,We can make a baby in yo tho,2020
normal,Ok... Then r we meeting later?,2017
normal,I want storybooks for children.,2016
normal,Ok... Take ur time n enjoy ur dinner...,2019
normal,U WILL SWITCH YOUR FONE ON DAMMIT!!,2016
normal,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,2016
normal,"Oh, is it? How much is the price for that motherboard?",2016
normal,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,2018
normal,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,2020
normal,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,2019
normal,Havent shopping now lor i juz arrive only,2017
normal,But i have to. I like to have love and arrange.,2016
normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,2020
normal,Huh y lei...,2017
normal,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",2020
normal,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,2019
normal,As per your request 'balle balle' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,2016
normal,I am waiting machan. Call me once you free.,2016
normal,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,2020
fraud,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",2018
normal,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,2016
normal,Anyway! I need to prepare for the same.,2016
normal,"But, why shall we learn it?",2018
normal,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,2020
normal,S..antha num corrct dane,2017
fraud,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",2018
normal,"Hmm, my uncle just informed me that he's paying the school directly. So please buy food.",2017
fraud,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,2018
normal,Reverse is cheating. That is not mathematics.,2016
normal,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,2019
normal,No that’s enough. I’ll take those two for now. ,2018
normal,Most of our people are deprived of the service of the doctors.,2019
normal,You always make things bigger than they are,2018
normal,Then you wait for me at bus stop aft ur lect lar. If i did not see then i go get my car then come back n pick you.,2018
fraud,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",2019
normal,Also hi wesley how've you been,2020
normal,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",2019
normal,Call him and say you not coming today ok and tell them not to fool me like this ok,2019
fraud,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,2020
normal,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,2019
normal,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,2017
normal,R ü going 4 today's meeting?,2019
normal,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,2017
fraud,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,2019
normal,Do I? I thought I put it back in the box,2017
normal,Are you there in room.,2020
normal,Huh so late... For dinner?,2018
normal,They finally came to fix the ceiling.,2020
normal,Ok lor...,2016
normal,U still painting ur wall?,2017
normal,Please don't text me anymore. I have nothing else to say.,2019
normal,You will be in the place of that man.,2020
normal,You can jot down things you want to remember later.,2020
normal,Aight sorry I take ten years to shower. What's the plan?,2017
normal,The message sent is asking for  &lt;#&gt; dollars. Should i pay  &lt;#&gt;  or  &lt;#&gt; ?,2020
normal,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,2019
normal,No..few hours before.went to hair cut .,2017
normal,I have. But he already made an appointment with Lucy. They plan to play bowling at the leisure center.,2016
fraud,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",2018
fraud,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",2018
normal,Dont you have message offer,2020
normal,Play w computer? Aiyah i tok 2 u lor?,2018
normal,Alright. I'm out--have a good night!,2018
normal,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,2019
